Estrellas,Opinion,Id,Titulo
5.0 de 5 estrellas,I loved!,eamoereno triana,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Excellent reading.,gala reynoso ornelas,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,All in order:),ILBADO,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,I agree with the author .... Many lives,Maye,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,good product,Joup ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,I loved the book,Eliud ,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,I loved.,Gina O.,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Excellent,Rosana Padilla Jimenez,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,I really liked the story,Contryboy,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Very good,Alicia Chávez,"Muchas vidas, muchos maestros"
1.0 de 5 estrellas,"It is not hard paste, I arrive soft paste",Manu Paqué,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"I loved it. This kind of information is worth having, in a way it is comforting. I highly recommend them.",Jorge Antonio Solis Martinez,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,I liked.,Librería Río,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Highly recommended,Juan Carlos Barra,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"Great book, I started reading it when I was 12 years old, being a curious reader, and today at 24, I have reread it and I love it.",Atziry Hui,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Very good!!,Gildardo González Paredes,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Beautiful,Berenice Saavedra,"Muchas vidas, muchos maestros"
2.0 de 5 estrellas,"I was looking forward to the book, it took a month because it was not available at that time December 18, 2018. However, I thought it was worth the wait since I had requested the hardcover format and that for that reason it was the delay, Today is January 22, I already have the book in my possession, but I was disappointed, seeing that the book did NOT comply with what was published by the seller, the book's paste is NOT hard, the size says it is approx. 24cm and is smaller at 19cm. So you are likely to return it.",JOSUE CAST,"Muchas vidas, muchos maestros"
4.0 de 5 estrellas,"It is an interesting book, and easy to read. It speaks of the experience of a doctor who through a patient has to learn and feels the need to give the rest of us the information that there are different lives for each one.",Virginia Flores,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"Very good reading and in addition to good quality, it arrived in perfect condition and on time",Maribel ToVi,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,A book that helps to see life and death from another perspective. The great question. Why are we here and what do you have to learn?,salvador basurto,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,Amazing!,Luann King,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,The book is recommended helps you grow in spirit and have an awareness of actions and how to be better internally.,Yomera,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"I really liked the book, I think it gives a basic perspective of what it is, as a short introduction for all skeptics, I will continue reading all your books hoping to have more growth, greater understanding.",AnitaChula,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"This book is a basic of all of us who are on the spiritual path. Better than I expected, I recommend it 100%",Moises Saav,"Muchas vidas, muchos maestros"
5.0 de 5 estrellas,"Beautiful story of a boy who wants a star. We really like to go to sleep (19m and 3.5a). The story is simple and agile and the vocabulary is easy, you don't have to explain a new word on each page. Worth it.",Perla B.,Como Atrapar Una Estrella
5.0 de 5 estrellas,"I did not like the story so much, I expected a little more, the drawings are not so colorful. Still my son likes me, although he likes other titles by the same author more. The book is of excellent quality.",Alejandra T,Como Atrapar Una Estrella
5.0 de 5 estrellas,"The book arrived in perfect condition, well protected. The material on the pages of the book is very resistant considering that it is a book for young children and it is inevitable that they want to be turning the page when reading them The story is short enough that I can read it completely to my 3 year old without losing interest.",Sandra Vargas,Como Atrapar Una Estrella
5.0 de 5 estrellas,"I loved the book, it is large and thick. I bought it as a gift for my son who I am sure he will like a lot. Super fast delivery the next day I ordered it.",Xalitz,Como Atrapar Una Estrella
5.0 de 5 estrellas,"The story is very beautiful, it has the children entertained and their imagination awakens more.",Sonia,Como Atrapar Una Estrella
4.0 de 5 estrellas,it arrived a little mistreated nothing to return it but if it has that detail,Jess,Como Atrapar Una Estrella
2.0 de 5 estrellas,It has almost no text. It's cute but it doesn't tell a story. I do not recommend it for a 4 year old,Kenya Izquierdo,Como Atrapar Una Estrella
5.0 de 5 estrellas,"Excellent book, a bit short story to tell the truth But ideal for children under 4 years old and book quality 10 out of 10",Alberto Jiménez,Como Atrapar Una Estrella
5.0 de 5 estrellas,"My son was very happy, and I saw that he enjoys it",virginia,Como Atrapar Una Estrella
5.0 de 5 estrellas,"It is a very beautiful book, the author is one of my favorites and his stories fascinate my girl",Yamile Roldan,Como Atrapar Una Estrella
4.0 de 5 estrellas,"Good quality, arrived in perfect condition, beautiful and eye-catching images. The story is not that interesting, they are short sentences, perfect for children learning to read.",Antonio Ivan,Como Atrapar Una Estrella
2.0 de 5 estrellas,Good book ... thank you very much. All perfect!!,Carla García Naranjo,Como Atrapar Una Estrella
5.0 de 5 estrellas,"Good book, another Oliver J.",Yunuén Jiménez,Como Atrapar Una Estrella
5.0 de 5 estrellas,"my son loves the book, I was looking for it for a long time, it was excellent, delivery on time and very fast",SALVADOR BECERRA SAINZ,Como Atrapar Una Estrella
5.0 de 5 estrellas,Good quality materials and good content. It highlights that the delivery was very fast,Jair,Como Atrapar Una Estrella
5.0 de 5 estrellas,Super,Jesus Vladimir Castro Gonzalez1,Como Atrapar Una Estrella
5.0 de 5 estrellas,A short and easy story for children to understand. The print material is of very good quality.,Angel,Como Atrapar Una Estrella
5.0 de 5 estrellas,My nephew loved the book.,JR SYXT,Como Atrapar Una Estrella
5.0 de 5 estrellas,Very creative,emma c.,Como Atrapar Una Estrella
5.0 de 5 estrellas,A great lesson or several,Laura Martinez,Como Atrapar Una Estrella
5.0 de 5 estrellas,"Simply beautiful!!! The material, the story, the drawings ... 🥰",mariasadaderangel,Como Atrapar Una Estrella
5.0 de 5 estrellas,a story to develop the imagination and dream,Fabiola,Como Atrapar Una Estrella
5.0 de 5 estrellas,"A very nice book, I got it in good condition and the illustrations are very nice",Catalina Flores ,Como Atrapar Una Estrella
5.0 de 5 estrellas,It is incredible !!,Rocío,Como Atrapar Una Estrella
5.0 de 5 estrellas,Beautiful history. Super entertaining my 2 year old girl. Good quality and very nice graphics,Ricardo Delgado,Como Atrapar Una Estrella
4.0 de 5 estrellas,Excellent material Very nice the book,Denise Hernández P,Como Atrapar Una Estrella
5.0 de 5 estrellas,"Excellent presentation, good reading for the little ones who start to read.",MCSG,Como Atrapar Una Estrella
5.0 de 5 estrellas,"The book is beautiful, my daughters loved it.",MAHC,Como Atrapar Una Estrella
5.0 de 5 estrellas,"It is super big and colorful, it entertains children a lot",Aurora Alejandra Miranda Vieyra,Como Atrapar Una Estrella
5.0 de 5 estrellas,My grandson liked it a lot,Ana Sánchez,Como Atrapar Una Estrella
5.0 de 5 estrellas,Cute stories,Chapis ,Como Atrapar Una Estrella
5.0 de 5 estrellas,pretty,Jesús Mendoza Moneta,Como Atrapar Una Estrella
5.0 de 5 estrellas,My girl loved it,Gloria,Como Atrapar Una Estrella
5.0 de 5 estrellas,Came before time,sandra,Como Atrapar Una Estrella
5.0 de 5 estrellas,Ideal for young reading beginners!,Nanbalve,Como Atrapar Una Estrella
3.0 de 5 estrellas,"

  Esta muy bonito..

",Carolina Quin,Como Atrapar Una Estrella
5.0 de 5 estrellas,its beautiful.,C Esqueda,Como Atrapar Una Estrella
5.0 de 5 estrellas,"Excellent book for my son who starts reading, hardcover and very good drawings",Alma Alarcon,Como Atrapar Una Estrella
5.0 de 5 estrellas,"

  Buen material,  bonitos dibujos, tema bonito

",Miriam Barroso Vázquez,Como Atrapar Una Estrella
1.0 de 5 estrellas,The content of the book is exceptional but I received a faulty copy with 12 pages missing. Important to point out to the publisher. Thank you very much!,Octavio Martinez,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Excellent novel, it catches you from page 1 .. formed by a diversity of voices, each one intense, interesting and captivating.",Ruth Cerezo,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Excellent, arrived on time and in excellent condition",marielena,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,It is impressive what Arriaga does describing these little underworlds in his narrative. The book is wonderful and arrived in excellent condition.,Karla ,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,A bit crude but he always kept me on the lookout! It reads in a two by three!,Abril Schreiber Abinade,Salvar el fuego (Pasta Blanda)
1.0 de 5 estrellas,Pages repeated from 1 to 97. Be careful. The seller does not respond,Ivette,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"It has been so long since I enjoyed a Mexican Author, wonderful and irresistible",Billy,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"The delivery was excellent on time, and the book not to mention, Guillermo Arriaga is one of my favorite authors",Sergio Espinosa,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"It is a wonderful and addictive book, it grabs you and you cannot let go. I highly recommend this read.",gina lara,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Extraordinary, it moves all the fibers, the best book I have read in a long time!",MARICARMEN CANSECO,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"It is an excellent book, I had read several reviews and was looking forward to reading it.",Octavio Sánchez,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,I loved! Arrived safely. Faster than expected,Arturo Canseco,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"THE BEST NOVEL I HAVE READ IN A LONG TIME This novel is not for everyone, it is only for those who are willing to read with their senses ... those who are willing to feel and feel uncomfortable reading ... and at the same time to enjoy a novel where you can laugh, anguish and open your mind about endless topics. Marina, a woman who apparently has EVERYTHING, turns her life upside down, by a convict. SPECTACULARLY written.",AC,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Saving the fire catches you, shakes you and then leaves you in your place wanting to read more. It is a novel that shows opposite worlds and does so masterfully through language. It creates addiction and physical sensations. It is a powerful story, impossible not to find yourself in there, a whole journey.",Samira Hernandez,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Marina has a perfect life. Three beautiful children (I imagine them güeritos) a good husband, understanding, decent, supportive, wealthy financier. A successful career as a choreographer and dancer with a business to express her art. According to critics, their choreographies are perfect, but they lack soul. And ""the one she finds is because she seeks"" and Marina found it in a man with a macho smell who makes her know the most secret and forbidden corners of her sexuality and who also loves her. He's smart, an outstanding writer, and she falls in love. José Cuauhtémoc has only one drawback; he is a confessed parricide locked up in the Oriente Prison and there, in ""malandrotitlán"", among criminals, corruption, murders, hatred, revenge, love ends, somehow triumphing and the choreographer finds her soul. Written with mastery and with a rhythm that does not allow the book to be released, told in several voices, it is a HIGHLY recommended novel",Janet,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Very good book, not for everyone. It takes us for a walk to a reality in our own city that would seem like another country. It is a book that awakens all your senses and all your feelings. What a way to get into history !!! Highly recommended, if you can put up with it.",Angeles Gonzalez Navarrete,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"I get caught !! Great love story, the description is spectacular, it moves all your senses.",Veronica Cueli,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"The best book I have read in many years, it has no waste 100% recommended a book that grabs you from beginning to end. Excellent story and narration by Guillermo Arriaga. GREAT",Olivia,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"In my top 10. All good, language, descriptions, characters. Very fan",Alma G.,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,Good book,AMANDA DEL ROCIO SOLIS TAPIA,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"Excellent book, highly recommended !!!! It grabs you from the beginning, an extraordinary love story.",Heidi Laut,Salvar el fuego (Pasta Blanda)
5.0 de 5 estrellas,"

  Este libro ya lo había leído antes, y es simplemente genial, una lectura rápida por lo atrayente del tema, no lo sueltas, lo terminas en un día, simplemente no lo puedes soltar una vez comienzas. Recomendable 100%, no hay mucho que decir, simplemente Juan Rulfo, un maestro.

",Ernesto Rodríguez,Pedro Páramo
5.0 de 5 estrellas,"The product arrived in perfect condition. Regarding the book, it is a light read, however that does not mean that it is an excellent work that every book lover should have. The story of Pedro Páramo takes you to a town where the living and the dead live, just as it takes you back to the Mexican era of the revolution. It is a bit tangled at the beginning, however as the reading goes on you go deeper and deeper into the town of Comala. It is certainly recommended.",Marcosoax,Pedro Páramo
3.0 de 5 estrellas,I don't give it 5 stars because the book arrived differently than I bought another one recently (it comes with protective plastic wrapped) and that is why I think the first page folded from one corner arrived (almost a third of a page). The quality of the paper and printing is excellent along with the delivery times.,Diana Kristal,Pedro Páramo
5.0 de 5 estrellas,"

  Sinceramente es una muy buena calidad la que presenta este libro, el tamaño es practico para aquellos que leen en cualquier oportunidad que tengan, a parte es una obra muy buena, el articulo llego en excelentes condiciones y el embalaje totalmente al 100, altamente recomendable y la entrega fue antes de lo esperado.

",Ana L.,Pedro Páramo
5.0 de 5 estrellas,"The book itself is a very magical and dreamlike work of the Author, it gives a lot to analyze and understand the story, it filters curiosity into your veins from the first page and without reading reviews or any summary I loved it. impeccable book condition, to tell the truth I didn't think the paste was so pretty, nice",OficialAlexG,Pedro Páramo
3.0 de 5 estrellas,"In terms of presentation, the book is beautiful. The only thing I did not like is that there are 2 times that Amazon sends me the books without cellophane and I really dislike that. Although I am happy for the ecology, but I really would prefer some detail that makes me feel that the book is new, new.",marcelatirado,Pedro Páramo
5.0 de 5 estrellas,"The quality of the book is fine, the cover is matte and it looks good. The shipment was very fast and without problems.",Rodrigo Rivera Alvarez,Pedro Páramo
5.0 de 5 estrellas,"

  Me encanta la novela, modelo del libro ligero, práctico para llevarlo a cualquier lugar, con un color sobrio en la portada, llegó en tiempo y forma.

",eddie Memes,Pedro Páramo
5.0 de 5 estrellas,"If you like reading you have to have it, it is a very good story, although for less experienced readers it may be a bit difficult, since the story jumps from one side to the other, perhaps because of the magical reality.",Mario N,Pedro Páramo
5.0 de 5 estrellas,"The content is a masterpiece of literature. The edition of the book is lucky, elegant and very, very pretty. It is a really beautiful book, for yourself or as a gift. It arrived a bit late, in perfect condition.",Javi and Mimi,Pedro Páramo
4.0 de 5 estrellas,"

  La portada es sencilla, similar al cartón, por lo que si tienen las manos sucias lo van a maltratar. El hecho de que la portada no sea brillosa al menos a mi gusto lo hace ver más bonito, como un libro antiguo, sin embargo remarcó eso, tengan cuidado porque lo pueden manchar muy fácil

",Alexis Sandoval,Pedro Páramo
5.0 de 5 estrellas,"A must-have book in the collection, a very good story, without a doubt, recommended for any age, by Amazon, as always without problems.",Victor Saavedra,Pedro Páramo
5.0 de 5 estrellas,"Good quality, I'm on time. I required it for a team assignment for my high school son that all had to read the same issue. I facilitate the problem of getting each his own",Leo Herrera,Pedro Páramo
5.0 de 5 estrellas,"

  El producto llegó en buen estado, tiene el mismo diseño de portada pero sin la calca, la cubierta es de un papel algo poroso, creí que llegaría en diseño blanco como por la perspectiva de color en la imagen de muestra, pero es un poco amarillento. El contenido bien.

",A Robles,Pedro Páramo
5.0 de 5 estrellas,"

  Me gustó mucho el libro. Está de buen tamaño para llevar a todos lados, el tamaño de la letra muy bueno y buen espacio, no cansa al leerlo. En cuanto a la obra, es una de las obras maestras del realismo mágico de la literatura hispanoamericana. Siempre será 11/10.

",DrSoli77,Pedro Páramo
5.0 de 5 estrellas,A great literary work in a very nice and neat edition. At an acceptable price.,Andrés Delgado,Pedro Páramo
5.0 de 5 estrellas,"Good size and print quality, in terms of reading I don't think there is much to add, of the best of Mexican literature.",itsluckyes,Pedro Páramo
5.0 de 5 estrellas,"A classic and always recommended of Mexican literature. The book arrived in perfect condition, and this particular edition is very careful in its physical appearance.",Leonardo Rivera,Pedro Páramo
5.0 de 5 estrellas,"

  La historia te atrapa, al tener tantos cambios, quieres descubrir qué está sucediendo en realidad.

",Pedro Robles,Pedro Páramo
5.0 de 5 estrellas,"I loved everything about this book, it is certainly an edition to keep and revisit Rulfo for many more years.",Hugo Izmir Dominguez,Pedro Páramo
5.0 de 5 estrellas,"It is a journey to Comala, among ashes and the dead, a journey in search not of the father, but of the souls that climb the ravine.",Daniel G,Pedro Páramo
4.0 de 5 estrellas,"

  El producto llegó mucho antes de lo esperado,  no venía sellado con el plástico como producto nuevo, más sin embargo se ve bastante bien,es un básico para cualquier biblioteca.

",Salvador Bolanos,Pedro Páramo
5.0 de 5 estrellas,"An excellent read, Juan Rulfo's narrative form completely immerses you, 100/100.",Mario,Pedro Páramo
5.0 de 5 estrellas,"classic of Hispanic literature, in a good quality copy, there is no fault with this purchase.",Angel Moisés Hernández Ponce,Pedro Páramo
5.0 de 5 estrellas,"Excellent book, a classic of Juan Rulfo's reading",Mauricio Alberto,Pedro Páramo
4.0 de 5 estrellas,"In general very good, I arrived on time, only the detail of the inside pages that were wrinkled and seemed wet (they were 3-4)",Thrasher,Pedro Páramo
3.0 de 5 estrellas,I would have liked more if it had a cover to keep the book in better condition,Benjamín Solorzano,Pedro Páramo
5.0 de 5 estrellas,"

  El libro llegó muy rápido, además de no tener rayaduras o dobleces. La historia me gustó, es entretenida y te atrapa, si no lo has leído debes hacerlo pronto.

",Karla Gamez,Pedro Páramo
5.0 de 5 estrellas,"

  Novela clásica de la literatura mexicana, cabe resaltar los materiales del libro.

",Giovanni García,Pedro Páramo
5.0 de 5 estrellas,"A classic book of Mexican literature, a good and endearing story. The book arrived in perfect condition",J. Peña,Pedro Páramo
5.0 de 5 estrellas,It arrived in excellent condition.,Adan Armenta Gomez,Pedro Páramo
5.0 de 5 estrellas,"

  Excelente, me llego en tiempo y forma, muy bien cuidado.

",Yomira del Carmen Rosales Martínez,Pedro Páramo
4.0 de 5 estrellas,"

  me gusto el libro y su presentación, el papel tambien adecuado, buena calidad y buen precio.

",Juan Ferreira,Pedro Páramo
5.0 de 5 estrellas,It is a great story in the style of Mexican grandparents. Very large size to carry anywhere. Nothing to say about the shipment very well,MarianaP,Pedro Páramo
5.0 de 5 estrellas,A classic at an exceptional price ($ 85 including shipping),Martin A.,Pedro Páramo
4.0 de 5 estrellas,At last I was able to read this work considered “a must” of Latin American literature and it did not disappoint.,Alberto Saavedra,Pedro Páramo
5.0 de 5 estrellas,"

  El libro llego en excelente estado y en muy buen tiempo, esta edición en particular me gusta mucho, y de la historia que puedo decir, es Rulfo, simplemente magico!

",Marce,Pedro Páramo
5.0 de 5 estrellas,"

  Muy buen libro

",Ricardo Rios,Pedro Páramo
5.0 de 5 estrellas,"I arrive on time, it was what I expected, the book is good.",Miguel Trejo,Pedro Páramo
5.0 de 5 estrellas,"

  LLEGO EN TIEMPO Y FORMA, ADEMAS DE SER UNA LECTURA BASICA PARA LOS NIÑOS Y JOVENES

",Rober,Pedro Páramo
5.0 de 5 estrellas,"

  De lo mejor que tiene la literatura mexicana, y por mucho, una lectura indispensable para cualquier mexicano o cualquier amante de la buena literatura

",Brenda Galindo Mora,Pedro Páramo
5.0 de 5 estrellas,"

  Recomendado

",Oscar Moran Navarrete,Pedro Páramo
5.0 de 5 estrellas,"Very good book, it is an intriguing read that you wish would last 500 pp. One of the best I read in 2019.",Alexis Aguirre,Pedro Páramo
5.0 de 5 estrellas,"

  Llego a tiempo y en  excelentes condiciones. No viene en cubierta plástica, pero el libro venía intacto. Excelente texto. J

",José Guillermo García Rodríguez,Pedro Páramo
5.0 de 5 estrellas,"

  Perfecto!

",Alexis V,Pedro Páramo
5.0 de 5 estrellas,"

  Me gustó mucho volver a leer Pedro Paramo, esta edición es magnífica.

",Cristian Asís ,Pedro Páramo
5.0 de 5 estrellas,"

  Llegó en buen estado

",Antonio Aranda,Pedro Páramo
5.0 de 5 estrellas,"

  Excelente libro. Un clásico que no debe de faltar en el acervo cultural. Llegó muy rápido.

",j. arturo,Pedro Páramo
5.0 de 5 estrellas,"

  Muy buena presentación, el libro llegó sin ningún detalle negativo

",Oscar Rodriguez,Pedro Páramo
5.0 de 5 estrellas,"

  Llego en buen estado y en tiempo, me falta leerlo para darles mi opinion pero se que es de los mejores del autor

",Josefina Quintana,Pedro Páramo
5.0 de 5 estrellas,"

  Gran gran libro. Excelente edición.

",Carlos Manuel Sánchez,Pedro Páramo
4.0 de 5 estrellas,"

  Viene en buen estado aunque hubiera preferido que viniera con un plástico protector.

",Oscar Lopez,Pedro Páramo
5.0 de 5 estrellas,"

  Calidad acorde a lo pagado. Buen tamaño y peso como para llevarlo contigo en algún viaje.

",Alejandro Villaseñor,Pedro Páramo
5.0 de 5 estrellas,"

  Juan Rulfo uno de los mejores exponentes de la literatura. Simplemente increible

",Mauricio Rivero,Pedro Páramo
5.0 de 5 estrellas,"

  Siempre quise leer la historia de Pedro Páramo y realmente valió la pena

",Marco Lara,Pedro Páramo
5.0 de 5 estrellas,"

  Llegó 11 días antes de lo previsto.Super bueno, hasta huele a Comala😅

",Yadira,Pedro Páramo
4.0 de 5 estrellas,"

  Llegó sin empaque, pero esta en excelente estado, portada igual a la foto.

",OMAR,Pedro Páramo
5.0 de 5 estrellas,"

  Buena calidad en el papel, páginas completas.

",MARCOS ORLANDO VALDEZ JIMENEZ,Pedro Páramo
5.0 de 5 estrellas,"

  Muy buen libro. Llegó en buenas condiciones y es una excelente lectura.

",Diana Paola Maldonado Valdés,Pedro Páramo
5.0 de 5 estrellas,"

  Llego un día antes de lo planeado y en perfectas condiciones, aparte de que el diseño de la pasta es muy buena.

",Ana Medina,Pedro Páramo
5.0 de 5 estrellas,"

  Un libro interesante, en ocasiones pierdes la orientación del tiempo o sobre quien habla pero poco a poco vas entendiendo

",Yared Domínguez,Pedro Páramo
5.0 de 5 estrellas,"

  Genial

",Carlos Echevarría Hernández,Pedro Páramo
5.0 de 5 estrellas,"

  Excelente producto.

",Edgar Lopez,Pedro Páramo
5.0 de 5 estrellas,"

  Bonita edición :)

",Maria Ramirez,Pedro Páramo
5.0 de 5 estrellas,"

  Excelente producto, precio y seriedad del vendedor

",Alberto,Pedro Páramo
5.0 de 5 estrellas,"

  La edición es bonita

",ANA C.,Pedro Páramo
5.0 de 5 estrellas,"

  Muy buen libro y edicion

",Elsa Zuñiga Loeza,Pedro Páramo
5.0 de 5 estrellas,"

  Buen libro, llegó en perfectas condiciones

",Aseneth Ureña,Pedro Páramo
5.0 de 5 estrellas,"

  Todo en orden, llego un poco doblado, pero nada permanente.

",Jesus O.,Pedro Páramo
5.0 de 5 estrellas,"

  Preciosa edición a un super precio

",José Augusto Camacho Navarro,Pedro Páramo
5.0 de 5 estrellas,"

  Es un libro de tamaño pequeño, pero de muy buena calidad.

",LEOPOLDO ZEPEDA SANCHEZ,Pedro Páramo
5.0 de 5 estrellas,"

  Un excelente libro

",José Eduardo Candia Sosa,Pedro Páramo
5.0 de 5 estrellas,"

  Súper buen libro y llegó en buenas condiciones.

",José Pablo Sainz,Pedro Páramo
5.0 de 5 estrellas,"

  Llego en perfectas condiciones

",Felipe Rodríguez,Pedro Páramo
5.0 de 5 estrellas,"

  Es adecuado calidad precio

",Néstor O ,Pedro Páramo
5.0 de 5 estrellas,"

  Muy bonita edición, todo llego en tiempo y forma.

",Dana Chavez,Pedro Páramo
5.0 de 5 estrellas,"

  Llegó en excelentes condiciones.

",Gabriel Rodriguez,Pedro Páramo
5.0 de 5 estrellas,"

  Todo un clásico

",David G.,Pedro Páramo
5.0 de 5 estrellas,"

  Ok

",toscanovi,Pedro Páramo
5.0 de 5 estrellas,"

  Un libro clásico a buen precio

",Jorge Cano,Pedro Páramo
5.0 de 5 estrellas,"

  El libro es muy bueno. La compra fue excelente, llegó antes de lo previsto!! Es re co men da ble !

",Michael knight,Pedro Páramo
5.0 de 5 estrellas,"

  Muy buen libro , la portada muy bonita

",Salvador G,Pedro Páramo
3.0 de 5 estrellas,"

  El producto venía maltratado

",susna azize osejo vega,Pedro Páramo
5.0 de 5 estrellas,"

  Muchos dirán que Cervantes es el máximo exponente de nuestra lengua, yo difiero, el mejor es Rulfo que con sólo dos libros dominó la literatura mexicana y yo diría que la hispana, aún sin haber ganado un nobel es por mucho el mejor.García Marquez en mi opinión jamas le dio el reconocimiento a Rulfo por su aportación al Realismo Mágico, el que no crea en ello lea este libro y se dará cuenta del mundo de ensueño al que nos transporta esta obra, la cual ocurre de forma no lineal en esa especie de purgatorio llamado Comala.Sin duda una obra maestra que vale la pena leerse una y otra vez, no cabe duda que todos somos hijos de Pedro Páramo.

",Javier Mata,Pedro Páramo
4.0 de 5 estrellas,"

  Excelente libro, lo único malo sería que se tardaron casi una semana en llegar, este libro y otro más lo necesitaba para la escuela y pues ahora quede mal, fuera de eso como siempre el libro en perfectas condiciones

",Tomás Mata,Pedro Páramo
2.0 de 5 estrellas,"

  No es la edición que aparece, es la.antigua. Que pena.Yo queria la que forma la bandera de México, solo me faltaba este. Ahora estará incompleta

",MalGanis-DL,Pedro Páramo
5.0 de 5 estrellas,"

  EL PAQUETE LLEGO EN TIEMPO, FORMA Y EXCELENTES CONDICIONES.AUNQUE NO LLEGO ENVUELTO PARA MAYOR CUIDADO, DEBO DECIR QUE SI LLEGO BIEN

",Luis Fernando García Mendoza,Pedro Páramo
5.0 de 5 estrellas,"

  Un esencial de la literatura latinoamericana; el autor tiene un estilo peculiar para narrar la historia, por lo que será necesaria una segunda o incluso tercera lectura para poder entenderlo. El precio fue de lo mejor. Sin duda alguna, una gran obra al mejor precio.

",Estefanía ,Pedro Páramo
4.0 de 5 estrellas,"

  La justificación de la historia no es mi favorita, pero es un buen libro, un viaje interesante. El libro llego en buen estado.

",Pablo Enrique Galván,Pedro Páramo
2.0 de 5 estrellas,"

  pedí este libro en PASTA DURA, necesito que me digan si es en ingles....para cancelar mi pedido.. la verdad pienso que se vería muy bueno en mi colección en pasta dura

",omar,Pedro Páramo
5.0 de 5 estrellas,"

  Una de las mejores novelas que he leido al monento. Dificil de entender al inicio por los cambios temporales y los elementos de realismo magico.

",Isaí Original,Pedro Páramo
5.0 de 5 estrellas,"

  Todo en orden, bien empaquetado y en buenas condiciones, llegó al tiempo que se se indicó.

",Cuauhtemoc,Pedro Páramo
5.0 de 5 estrellas,"

  Todo llego en excelentes condiciones y el tiempo fue el correcto al que estaba contemplado, fue un regalo para el 14 de febrero así que me llego un día antes.

",Erick Omar Arriaga,Pedro Páramo
2.0 de 5 estrellas,"

  Según es una novela clásica que por muchos autores famosos ha sido catalogada como su favorita pero en mi humilde opinión tiene una narrativa sumamente lenta y aburrida, nunca te atrapa. Perdida de tiempo a pesar de ser tan corto.

",Jorge CM,Pedro Páramo
5.0 de 5 estrellas,"

  Cumple y mas barato que en la librería

",Abraham Torres,Pedro Páramo
5.0 de 5 estrellas,"

  Es un honor ser la primera persona en reseñar esta versión en español. En perfecto estado, traducido al español (aún no leo el libro para saber si la traducción es correcta o coherente) y sin marcas ni dobleces. La crítica aclama al libro como el mejor de la ciencia ficción, supongo que es buena oportunidad de comprobarlo

",J,Dune
5.0 de 5 estrellas,"

  Es hermoso, llego en tiempo, lo único es que no venía sellado. Pero esta en óptima condición. Como pedí 2 libros (apocalipsis z) llegaron en sobre, no en caja. Pero sin daño alguno. Gracias

",ROCÍO A.,Dune
5.0 de 5 estrellas,"

  Llegó en perfecto estado :) al fin podré leerlo. Gracias!

",Henry,Dune
4.0 de 5 estrellas,"

  Libro que nos habla de un México viejo pero a la vez no tanto, de un época donde lo que es común hoy en día, ayer era cosa de locos, vemos el pasado, presente y futuro de un niño que conoce todo de la vida y al mismo tiempo no sabe que hacer consigo mismo, definitivamente un historia que te enseña a ver el mundo de forma diferente

",Dr.Blue,Las batallas en el desierto
